train_acc,train_loss,train_sign_acc,train_sign_loss,train_time,valid_acc,valid_loss,valid_time
36.903809218950066,2.265042522194749,0.0,0.0,322.0920741558075,51.77,1.3307526208877563,6.469014883041382
55.12163892445582,1.2502082157379228,0.0,0.0,320.94701075553894,60.36,1.1028886507034301,5.7385923862457275
64.11851792573624,1.0159624556267919,0.0,0.0,321.00821113586426,69.52,0.8646523328781128,5.717404365539551
69.73031370038413,0.8596576328619494,0.0,0.0,321.05136370658875,71.11,0.8460807512283325,5.773196458816528
73.46350832266326,0.7581153311283731,0.0,0.0,321.03385615348816,74.87,0.7242534497261047,5.763207674026489
76.02032650448143,0.6832444654078856,0.0,0.0,331.73721647262573,76.8,0.6730676307678223,5.743476867675781
78.31906209987196,0.6200846252383404,0.0,0.0,327.18509674072266,75.45,0.7451742811203003,5.720123291015625
79.88956466069142,0.5741174344674573,0.0,0.0,325.9399652481079,80.65,0.5677806785106659,5.769082546234131
81.70014404609475,0.5257457777113677,0.0,0.0,320.9756531715393,78.65,0.6348346487998963,5.724798679351807
82.69446222791294,0.49909696051619573,0.0,0.0,355.0993559360504,79.42,0.6185451962471008,5.744922161102295
83.90885083226632,0.4654780036356019,0.0,0.0,323.33449935913086,81.22,0.5522064454078675,5.733124256134033
84.75112035851473,0.43642410651211855,0.0,0.0,320.92696166038513,82.72,0.5178763959884644,5.7479407787323
85.52736875800257,0.41485897546083156,0.0,0.0,320.9234049320221,82.76,0.5118798599243164,5.724572658538818
86.7097471190781,0.3822578453910793,0.0,0.0,320.9488916397095,83.48,0.49887207527160643,5.728003025054932
87.16789372599231,0.36887244806743,0.0,0.0,320.95187044143677,83.81,0.48384447231292727,5.705590486526489
87.98615556978233,0.343455171491593,0.0,0.0,320.92652463912964,84.3,0.4862060844421387,5.758512735366821
88.60235275288092,0.3306643187942487,0.0,0.0,320.931271314621,85.52,0.45617074222564696,5.737945556640625
89.43261843790013,0.3057223864367158,0.0,0.0,320.9369685649872,84.24,0.49761741304397583,5.750637769699097
89.83874839948784,0.2936528317639831,0.0,0.0,320.9890763759613,85.16,0.4724720573425293,5.739625930786133
90.41293213828425,0.2771456350647533,0.0,0.0,320.9954695701599,84.84,0.476456778717041,5.815147876739502
90.96310819462228,0.2608100055083728,0.0,0.0,321.08619117736816,86.1,0.4467478862762451,5.763450622558594
91.44726312419975,0.2479879153980641,0.0,0.0,320.93668603897095,84.57,0.4958647614479065,5.740195274353027
91.9374199743918,0.23342967912955412,0.0,0.0,320.90478515625,86.06,0.4707370834350586,5.708079814910889
92.2055057618438,0.22153963768203647,0.0,0.0,320.9306569099426,85.81,0.48511626510620115,5.731097459793091
92.65564980793854,0.2082638633026051,0.0,0.0,320.9822268486023,86.1,0.4734718280792236,5.729951620101929
92.89772727272727,0.20318292790878367,0.0,0.0,320.9468355178833,85.46,0.5058433143615723,5.730443716049194
93.40188860435339,0.1883817144100782,0.0,0.0,320.9301633834839,86.65,0.46200269756317136,5.696290731430054
93.80001600512163,0.178028603641271,0.0,0.0,320.9771752357483,86.48,0.4835578095436096,5.765802383422852
93.9240556978233,0.1724707524598637,0.0,0.0,320.9627730846405,86.72,0.465392054271698,5.717316150665283
94.20214468629962,0.1649678172865613,0.0,0.0,320.94901037216187,86.75,0.4802055151462555,5.7266600131988525
94.57226312419975,0.15724440123623526,0.0,0.0,320.93722772598267,86.57,0.48211457052230833,5.742698431015015
94.82834507042253,0.14918000346929713,0.0,0.0,320.9559350013733,86.63,0.4952330588340759,5.7258570194244385
95.05441741357234,0.14170801946261322,0.0,0.0,320.9492337703705,85.89,0.545084924030304,5.7043821811676025
95.21446862996159,0.1359207432659846,0.0,0.0,320.8944637775421,85.86,0.5558728904247284,5.710071086883545
95.32650448143406,0.13144950644517372,0.0,0.0,320.95388174057007,85.7,0.5269313526153564,5.730390310287476
95.37251920614597,0.13072955323485766,0.0,0.0,320.91724038124084,86.49,0.5067966128349304,5.73124098777771
95.80465749039692,0.1210310377619407,0.0,0.0,320.92286229133606,86.98,0.5051208309173584,5.7452404499053955
95.78865236875801,0.12092765707942382,0.0,0.0,320.86901688575745,86.28,0.5425388863563537,5.720217704772949
96.1027528809219,0.10957913466212882,0.0,0.0,320.82839727401733,87.2,0.5053766594409943,5.70858097076416
96.11875800256082,0.11055554806346625,0.0,0.0,320.80576157569885,86.2,0.5545170281410218,5.720874786376953
96.29081306017926,0.10556743500298713,0.0,0.0,320.8160488605499,87.4,0.5228590139865875,5.705941915512085
96.40685019206146,0.09877259710209775,0.0,0.0,320.8247723579407,87.3,0.5239787795543671,5.712874174118042
96.84499039692702,0.09052358241513295,0.0,0.0,320.82708716392517,87.09,0.5280693922042846,5.701752424240112
96.70894686299616,0.09432177717240572,0.0,0.0,320.81638836860657,86.8,0.5454300053596497,5.744802951812744
97.18709987195902,0.08199328644542207,0.0,0.0,320.82360005378723,87.07,0.5439365114212036,5.693514823913574
96.88500320102433,0.08935266544639339,0.0,0.0,320.7873659133911,86.96,0.5511389313697815,5.711629390716553
96.99103713188221,0.08712013285945762,0.0,0.0,320.7997016906738,87.03,0.566145079612732,5.704331874847412
97.18109795134443,0.0811841860968052,0.0,0.0,320.7924711704254,87.69,0.5374831018447876,5.710947751998901
97.17909731113957,0.08150990999204782,0.0,0.0,320.8544542789459,87.02,0.5521643030166626,5.723031520843506
97.24711907810499,0.08110013607801171,0.0,0.0,320.80510783195496,87.39,0.5511414919376373,5.716870546340942
97.31914212548016,0.07661812253434702,0.0,0.0,320.8134286403656,87.53,0.546391925239563,5.683493375778198
97.1770966709347,0.07951807961161231,0.0,0.0,320.81817150115967,87.14,0.5636380919456482,5.684237957000732
97.56322023047375,0.06928796427880107,0.0,0.0,320.7801456451416,87.48,0.5624941181182861,5.72184681892395
97.56522087067862,0.07246188352375783,0.0,0.0,320.7773630619049,86.0,0.6410808086395263,5.698628902435303
97.76128361075544,0.06712565125322754,0.0,0.0,320.7990810871124,87.73,0.5519842270374298,5.718749046325684
97.48719590268887,0.07294043270386899,0.0,0.0,320.8186848163605,87.7,0.5527559585571289,5.716477155685425
97.73727592829705,0.06426751971955527,0.0,0.0,320.7989444732666,87.76,0.5614954443931579,5.722166538238525
97.53321062740076,0.07013829320933904,0.0,0.0,320.8162896633148,87.63,0.542706289100647,5.738291263580322
97.96534891165173,0.059076356526855354,0.0,0.0,320.82171750068665,87.84,0.5696367092132568,5.723261117935181
97.94134122919334,0.0593418462584141,0.0,0.0,320.8358824253082,87.77,0.569128214931488,5.740008592605591
97.75928297055057,0.06400981228756891,0.0,0.0,320.80020475387573,88.12,0.55516529006958,5.738595008850098
97.81129961587708,0.0639685924421631,0.0,0.0,531.4007604122162,88.02,0.5460656504631043,10.370095252990723
98.02136683738796,0.05854982906915534,0.0,0.0,612.9856579303741,87.99,0.5636479507446289,10.372141599655151
97.8793213828425,0.0617433464883203,0.0,0.0,613.634464263916,87.27,0.6102548109054565,10.339688301086426
98.06338028169014,0.05822515498045427,0.0,0.0,611.7830305099487,87.89,0.5689791147232056,10.360862493515015
98.10739436619718,0.05477401860017764,0.0,0.0,610.6431357860565,87.52,0.6069562702178956,10.310279130935669
98.09939180537772,0.05366345391598042,0.0,0.0,613.4745900630951,87.91,0.6411776096343994,10.385589122772217
98.09739116517285,0.058135932201409904,0.0,0.0,606.8988034725189,88.0,0.5637938833236694,9.879753112792969
