train_acc_private,train_acc_public,train_loss,train_sign_acc,train_sign_loss,train_time,valid_acc_private,valid_acc_public,valid_loss_private,valid_loss_public,valid_s_private_features.4,valid_s_private_features.5,valid_s_private_features.6,valid_time_private,valid_time_public,valid_total_acc,wm_acc_private,wm_acc_public,wm_loss_private,wm_loss_public,wm_s_private_features.4,wm_s_private_features.5,wm_s_private_features.6,wm_time_private,wm_time_public,wm_total_acc
31.98114272665886,35.403328667224294,3.8037898915983193,1.0,40.81949286116287,18.037943124771118,44.2,42.3,1.5213534532546997,1.6041215658187866,1.0,1.0,1.0,0.9216587543487549,0.9744582176208496,43.25,16.0,16.0,2.433531391620636,2.6067594468593596,1.0,1.0,1.0,0.14807343482971191,0.1414346694946289,16.0
49.35397452428918,53.27474438060414,2.696259361375767,1.0,3.9797690780833364,16.023460388183594,45.63,61.34,1.510004645729065,1.1625082938194276,1.0,1.0,1.0,0.9329352378845215,0.837561845779419,53.485,20.0,38.0,2.1177410769462583,1.827827068567276,1.0,1.0,1.0,0.17983412742614746,0.0954446792602539,29.0
58.219841784918046,62.3598329590469,2.22617848139261,1.0,3.679109708406031,16.818655490875244,53.76,64.28,1.3221503700256347,1.2932914581298829,1.0,1.0,1.0,0.9668228626251221,0.8806228637695312,59.019999999999996,37.0,57.0,1.7974202346801758,1.2137896174192429,1.0,1.0,1.0,0.15583491325378418,0.09329676628112793,47.0
64.72277081791174,69.05482390107022,1.8773658180969472,1.0,3.891436144709587,16.644261121749878,66.26,69.78,1.0629088335990906,0.9755394564628601,1.0,1.0,1.0,0.9144144058227539,0.8840255737304688,68.02000000000001,50.0,73.0,1.567644110918045,0.7692866716533899,1.0,1.0,1.0,0.15870952606201172,0.09463620185852051,61.5
69.22360506924716,73.40045741395059,1.635153318489407,1.0,4.31464181188494,16.440460205078125,67.4,73.99,0.9978566143989563,0.8914130039215088,1.0,1.0,1.0,0.9146649837493896,0.9119000434875488,70.695,50.0,78.0,1.5350535309314728,0.7436418372020125,1.0,1.0,1.0,0.1509542465209961,0.09194540977478027,64.0
72.90575353253666,76.37644041698812,1.4590468892825246,1.0,4.795515075791627,16.167558193206787,71.27,73.35,0.8565980208396912,0.862630689048767,1.0,1.0,1.0,0.9186015129089355,0.9155333042144775,72.31,62.0,86.0,1.210625995993614,0.49470303576439617,1.0,1.0,1.0,0.15343165397644043,0.08000731468200684,74.0
75.4529933416584,78.69475806965261,1.3260425623797272,1.0,5.23709039343521,16.959718704223633,63.24,75.14,1.1862135118484498,0.8635721575737,1.0,1.0,1.0,0.9325041770935059,0.9891812801361084,69.19,61.0,89.0,1.1277114702761173,0.4306579157523811,1.0,1.0,1.0,0.1603553295135498,0.081634521484375,75.0
77.1931868051292,80.24676974756922,1.236093503030711,1.0,5.616852635983378,16.6811683177948,76.16,78.95,0.7261655499458313,0.6476046648025513,1.0,1.0,1.0,0.9417116641998291,0.8909158706665039,77.555,76.0,92.0,0.8610523867607117,0.2750205395743251,1.0,1.0,1.0,0.15869808197021484,0.07337522506713867,84.0
78.7762387968056,81.76774095054168,1.1414273404891908,1.0,5.98872486082837,16.53292226791382,75.95,79.21,0.7043942825317383,0.6647912084579468,1.0,1.0,1.0,0.8595027923583984,0.8956425189971924,77.58,82.0,94.0,0.6971711271256208,0.27529813792556523,1.0,1.0,1.0,0.15879321098327637,0.08581805229187012,88.0
80.23124974698935,83.22469158880841,1.0611092241411784,1.0,6.310649196617305,16.438687801361084,77.02,79.44,0.6661329649925232,0.6608216216564179,1.0,1.0,1.0,0.9436304569244385,0.8913331031799316,78.22999999999999,90.0,88.0,0.6103501420468092,0.3746664280281402,1.0,1.0,1.0,0.16217684745788574,0.08499479293823242,89.0
