train_acc_private,train_acc_public,train_loss,train_sign_acc,train_sign_loss,train_time,valid_acc_private,valid_acc_public,valid_loss_private,valid_loss_public,valid_s_private_module.module.features.4,valid_s_private_module.module.features.5,valid_s_private_module.module.features.6,valid_time_private,valid_time_public,valid_total_acc
90.5149647887324,93.24983994878362,0.4618077094400738,0.0,0.0,46.203678369522095,81.09,86.16,0.5688492596626282,0.5089412284851074,0.4973958432674408,0.5,0.48828125,2.894460439682007,2.0203864574432373,83.625
90.83306658130601,93.44990396927017,0.4543007215372884,0.0,0.0,45.95890188217163,79.45,85.09,0.6092036992073059,0.5731624117851257,0.4817708432674408,0.49609375,0.4609375,2.8736965656280518,2.042417287826538,82.27000000000001
91.1071542893726,93.75,0.4300123099118433,0.0,0.0,46.04633140563965,81.69,85.98,0.5548324879646301,0.5040750473022461,0.4869791865348816,0.48828125,0.4765625,2.8481833934783936,2.062521457672119,83.83500000000001
91.20718629961587,93.92005441741357,0.42484879179854096,0.0,0.0,45.96132516860962,81.2,85.39,0.5742558773040771,0.5011102410316467,0.484375,0.484375,0.4609375,2.8209011554718018,2.0620179176330566,83.295
91.43125800256082,94.08810819462228,0.40965128138604145,0.0,0.0,45.477954626083374,82.45,86.55,0.5273582413673401,0.48691448764801026,0.4921875,0.5,0.49609375,2.8491854667663574,2.0325777530670166,84.5
91.62732074263765,94.35219270166453,0.39779294161996526,0.0,0.0,45.62713050842285,84.57,86.08,0.4616877293586731,0.5248464993476868,0.4817708432674408,0.46875,0.46484375,2.785257339477539,1.894484519958496,85.32499999999999
92.07346350832266,94.45222471190782,0.3847621409616,0.0,0.0,45.228296995162964,84.43,84.79,0.48955282888412477,0.5635878982543945,0.4895833432674408,0.48046875,0.44921875,2.8891794681549072,2.1369502544403076,84.61000000000001
92.23751600512163,94.86835787451984,0.3698578665364491,0.0,0.0,45.695910692214966,84.71,85.66,0.4635549128055573,0.5044085168838501,0.4869791865348816,0.484375,0.4921875,2.749769926071167,2.0665292739868164,85.185
92.47359154929578,95.0224071702945,0.35794544632089886,0.0,0.0,45.62709093093872,84.01,84.02,0.47909775142669675,0.646745859336853,0.4895833432674408,0.4921875,0.46875,2.9454941749572754,2.019740104675293,84.015
92.50560179257363,95.15444942381562,0.34984412445912133,0.0,0.0,45.65649676322937,84.66,85.36,0.4595383768081665,0.5533166597366334,0.4739583432674408,0.49609375,0.47265625,2.7577996253967285,2.0483460426330566,85.00999999999999
92.98175416133162,95.53257042253522,0.3293005616073801,0.0,0.0,45.653233766555786,84.58,85.89,0.4818147521972656,0.5361800134658814,0.4817708432674408,0.5,0.46484375,2.9800665378570557,2.0606637001037598,85.235
93.1918213828425,95.53457106274007,0.3271081609014665,0.0,0.0,45.697797536849976,84.58,84.24,0.4804624050140381,0.5856633029937744,0.4921875,0.48828125,0.46484375,2.8585803508758545,2.026623010635376,84.41
93.18181818181819,95.69462227912932,0.31513006931764675,0.0,0.0,45.96995449066162,83.17,85.46,0.5457505417823791,0.5362803989410401,0.484375,0.49609375,0.47265625,2.897390365600586,2.017127513885498,84.315
