train_acc,train_loss,train_sign_acc,train_sign_loss,train_time,valid_acc,valid_loss,valid_time
36.07954545454545,2.0954475825635788,0.0,0.0,10.424097537994385,48.94,1.374430927658081,0.8083882331848145
53.933258642765686,1.280399259623431,0.0,0.0,10.519374370574951,60.89,1.099290532684326,0.7439231872558594
62.898127400768246,1.045971935216657,0.0,0.0,11.038365125656128,66.08,0.9613214597702027,0.7403688430786133
68.65396927016646,0.8889329745583284,0.0,0.0,10.817359447479248,71.17,0.810026798248291,0.7845072746276855
72.66125160051216,0.7830772949012995,0.0,0.0,10.781252145767212,74.11,0.7450912388801575,0.7681200504302979
75.57618437900128,0.7030045687770722,0.0,0.0,10.668868780136108,74.56,0.732532652759552,0.7799718379974365
77.6948623559539,0.6430539043093155,0.0,0.0,10.74094271659851,76.47,0.6801657781600953,0.7391877174377441
79.33138604353393,0.5915208154771758,0.0,0.0,10.724405527114868,78.31,0.6514652550697326,0.755901575088501
80.93589948783611,0.5464887109593454,0.0,0.0,10.649181127548218,79.45,0.5985646195411682,0.7643871307373047
82.39836747759283,0.5118628355856895,0.0,0.0,10.788760900497437,77.51,0.6802567496299744,0.7615203857421875
83.35467349551857,0.4797876801022189,0.0,0.0,10.218733072280884,82.36,0.5159513861179352,0.7412755489349365
84.38700384122919,0.44415292777264165,0.0,0.0,10.940288066864014,82.71,0.5319360590934753,0.8083891868591309
85.06121959026889,0.4259747092954328,0.0,0.0,10.910134553909302,82.19,0.5381095205783843,0.7834370136260986
86.20358514724713,0.3972956532285705,0.0,0.0,10.7735755443573,83.34,0.532176583480835,0.8085963726043701
87.07786491677336,0.37178096241018377,0.0,0.0,10.683714389801025,82.36,0.5605971249580384,0.7903234958648682
87.89612676056338,0.34968434346699073,0.0,0.0,10.609577894210815,84.32,0.483125573348999,0.7650468349456787
88.37427976952625,0.3343878683566131,0.0,0.0,11.296009302139282,83.73,0.5084516521453858,0.7861752510070801
89.02048655569783,0.3138273401846501,0.0,0.0,10.765626668930054,84.22,0.5084060212612153,0.7877185344696045
89.404609475032,0.300841155110187,0.0,0.0,10.823546886444092,84.3,0.4967012343406677,0.7763135433197021
89.9807938540333,0.28202123663336914,0.0,0.0,10.627388954162598,84.33,0.5169522214889526,0.7889344692230225
90.58898847631242,0.2691305095709088,0.0,0.0,10.986092567443848,84.67,0.4961360591888428,0.7941575050354004
91.27320742637644,0.24779848755836945,0.0,0.0,10.826837062835693,85.41,0.45562392144203184,0.7459995746612549
91.52928937259924,0.2410468667478476,0.0,0.0,10.528238773345947,85.72,0.46677213044166566,0.7803606986999512
92.06145966709347,0.224698767762407,0.0,0.0,10.902686834335327,85.7,0.4769717035293579,0.8059980869293213
92.46758962868118,0.21601905669926377,0.0,0.0,10.501260757446289,85.26,0.4910752254486084,0.7803514003753662
92.92773687580025,0.20348866766607257,0.0,0.0,9.122261762619019,85.57,0.4942516809463501,0.8260288238525391
93.0817861715749,0.1986729886058465,0.0,0.0,11.100931167602539,86.09,0.4781221257209778,0.8133554458618164
93.511923815621,0.18355570931974965,0.0,0.0,11.097894668579102,86.32,0.471917573261261,0.8648340702056885
93.66397247119077,0.18146268743186922,0.0,0.0,10.607881307601929,86.13,0.4819782250404358,0.7807457447052002
94.04609475032011,0.16771642538443418,0.0,0.0,10.852375984191895,86.97,0.4516098327636719,0.8381528854370117
94.61227592829705,0.15527179349266307,0.0,0.0,10.886280536651611,87.01,0.4621305694103241,0.8360216617584229
